labels,translated
1,ကျွန်မ အသက် ၂၂ နှစ်ရှိပြီ၊ စိတ်ဖိစီးမှုနဲ့ စိတ်ဓာတ်ကျမှုကို လေးနှစ်ကြာ ခံစားနေရပြီး ဘယ်ဆေးဝါး (သို့) ကုထုံးကမှ မကူညီခဲ့ဘူး။ (ဒါကြောင့် နှစ်ခုစလုံးကို ရပ်လိုက်တာပါ) ပြီးခဲ့တဲ့နှစ်က တစ်နေ့ကို အပိုင်း ၁၀ ပိုင်းအထိရှိခဲ့တယ်၊ အဲဒီမှာ ရှက်စရာတစ်ခုခုရဲ့ အမှတ်တရတစ်ခု၊ (သို့) ကျုပ်က ပွေ့ဖက်နေတယ်လို့ ခံစားရတဲ့ တစ်ခုခုရဲ့ အရိပ်အယောင်တစ်ခုရှိတယ်၊ ဒီကာလအတွင်းမှာ ကျွန်မခန္ဓာကိုယ်က ရင်ဘတ်ကို အေးခဲစေတယ်၊ ပေါက်ကွဲတော့မယ်လို့ ခံစားရပြီး ရုတ်တရက် ကြောက်စိတ်၊ ကိုယ့်ကိုယ်ကို မုန်းတာ ခံစားရတယ်။ လွန်ခဲ့တဲ့ ၂ လလောက်က ဒါတွေကို ၅ စက္ကန့်လောက်ပဲ ကြာနိုင်အောင် လျှော့ချနိုင်ခဲ့တယ်၊ ဒါတွေကို မတွေးမိအောင် ကြိုးစားရင်းနဲ့ ပိုကောင်းကောင်းကောင်း ပြောင်းလဲနိုင်ပေမဲ့ မကြာသေးခင်က ပိုလုပ်လေလေ ပိုဖြစ်လေပါ။ ဒါက စိတ်မချရဘူး။ ကျွန်မ အချိန်အားလုံး အိမ်ထဲမှာ ကုန်ဆုံးတယ်၊ အပြင်ကို ထွက်တာဟာ စိန်ခေါ်မှုတစ်ခုဖြစ်ပြီး ကိုယ့်လက်တွဲဖော်နဲ့ စကားပြောတာပဲဖြစ်ပြီး ဒါတွေကို ကောင်းကောင်း မပြောနိုင်တော့ဘူး။ ဒါတွေကို ရှက်တာ မခံစားရတော့ဘူး၊ မိသားစုနဲ့ မိတ်ဆွေတွေက ကျွန်မကို ဘယ်တော့မှ မစွန့်ပစ်တော့ဘူး။ ဒါတွေဟာ အကြီးမားဆုံး မေးခွန်းတွေပါ။
1,စိတ်ဖိစီးမှုက အရမ်းဆိုးလွန်းလို့ အိမ်ကနေ မထွက်နိုင်တော့ဘူး။ \xa0ငါ အိမ်ထဲမှာရှိနေတာ ၂ လရှိပါပြီ။ (အိပ်ခန်းက ဘယ်တော့မှ မထွက်နိုင်ဘူး၊ ဒါဟာ ငါလုံခြုံတယ်လို့ ခံစားရတဲ့ တစ်ခုတည်းသော နေရာပါ။) \xa0ငါ အိမ်ကနေ ကားနဲ့ ၃၀ စက္ကန့်အကွာမှာရှိတဲ့ ဆရာဝန်ဆီတောင် မသွားနိုင်ဘူး။ ငါဘယ်လောက် ဆိုးဝါးတာကို ရှင်းပြနိုင်ပါစေလို့ မျှော်လင့်ပါတယ်။ \xa0 ငါအတောမသတ် ငိုတယ်၊ ငါ့မှာ မိတ်ဆွေတွေမရှိ၊ ငါ့မိသားစုက ဘာကြောင့် ငါဒီလိုဖြစ်နေတာကို နားမလည်ဘူး၊ ငါတကယ်ကြောက်တယ်၊ နောက်ဆုံး စိတ်ကျန်းမာရေးပျက်စီးမှုရတော့မှာပေါ့။ \xa0 တစ်နေ့ကို အနည်းဆုံး ၃ ကြိမ်လောက် အိမ်သာရဲ့ ထောင့်တစ်ဝိုက်မှာ လှုပ်နေတယ်၊ ချွေးထွက်တယ်၊ ငိုတယ်၊ နှလုံးခုန်တယ်၊ ပြေးဖို့လိုတယ်၊ ဒါပေမဲ့ ပြေးဖို့နေရာမရှိဘူး။ \xa0 ငါတကယ်ပဲ ပိတ်မိပြီး ပြန်မထနိုင်ဘူး။ \xa0 ငါဘာလုပ်ရမှန်း မသိဘူး၊ ဆရာဝန်တွေကို မကူညီချင်ဘူး၊ အအေးမိတော့ ကြောက်တယ်၊ ကိုယ့်ကိုယ်ကို ဘယ်လိုလုပ်ရမယ်ဆိုတာသိတယ်၊ ၂ နာရီအကြာမှာ ပရိုဖက်ဇိုင်းနဲ့ ပရိုဖက်ဇိုင်းဆေး (mirtazopramine) လိုတယ်။
0,ကျွန်တော်လိုပဲ လွန်ခဲ့တဲ့ ၃ လက ကျွန်တော့လို ရောဂါလက္ခဏာတွေရှာဖွေရင်း အင်တာနက်မှာ ရှာဖွေနေသူတိုင်းအတွက် စာပိုဒ်အနည်းငယ် ချန်ထားချင်ပါတယ်။ ပြီးခဲ့တဲ့ ဇွန်လ အစောပိုင်းမှာ တကယ့်ကို ဆိုးဝါးတဲ့ ဝမ်းလျှောတာ၊ ဝမ်းဗိုက်ပူတာ၊ ဝမ်းဗိုက်နာတာ၊ အစာစားချင်စိတ် လုံးဝပျောက်တာ စဖြစ်ခဲ့ပြီး အိပ်ရာကနေ မထနိုင်သလောက်ဖြစ်ခဲ့ပြီး ဒါက ကျွန်တော့ကို တကယ်ကို စိတ်ဓာတ်ကျစေခဲ့တယ်။ (သို့မဟုတ်လို့ ကျွန်တော်ထင်ခဲ့တယ်။) \xa0 ဒါက Dr. ကိုသွားပြီး ရက်သတ္တပတ်အနည်းငယ်အတွင်းမှာ ဆက်ဖြစ်ခဲ့ပြီး ကျွန်တော်ပြောခံရတာကို အံ့ဩမိတာက ဝမ်းဗိုက်ပြဿနာတွေကြောင့် ကျွန်တော့ကို စိတ်ပူစေမယ့်အစား ဝမ်းဗိုက်ပြဿနာတွေ တကယ်ဖြစ်နေတာ ဖြစ်နိုင်ခြေက ပိုများတယ်၊ ဒါကို ကျွန်တော် လက်မခံခဲ့ဘူး၊ အကြမ်းဖက်စရာ အဖြစ်အပျက်တွေ မရှိတာကြောင့် စိတ်ပူစရာလို့ ထင်မိတယ်၊ အဲဒီအချိန်မှာ လုံးဝကို လုံးဝကို သတိမထားမိခဲ့ဘူး၊ ဒါဟာ လွန်ခဲ့တဲ့ လအနည်းငယ်က ဖြစ်ခဲ့လောက်တဲ့ ဝမ်းဗိုက်ပူတာ၊ ဝမ်းဗိုက်ပူတာလို့ ထင်မိပြီး လအနည်းငယ်ကြာတာတောင်မှ အိပ်ရာကနေ မထနိုင်ခဲ့ဘူး။ ဒါပေမဲ့ နောက်ဆုံးတော့ အင်တာနက်မှာ နှစ်ပတ် ၃၀၊ ၆၀၊ ၁၀ဝက်လောက် စားသောက်နေတုန်းပဲ၊ ဒီဖြစ်စဉ်က ကျွန်တော့ကို အမြဲတမ်း ပိုကောင်းအောင် မခံစားရတော့ဘူးလို့ ခံစားမိတယ်၊ နောက်ဆုံးတော့ စိတ်ပူနေတုန်းပဲ၊ နောက်ဆုံးတော့ အင်တာနက်ကို အစာစားနေတုန်းပဲဖြစ်နေတယ်၊ နောက်ဆုံးတော့ အစာစားနေတုန်းပဲဖြစ်သွားပြီး တစ်လ ၃၀၊ ၆၀၊ ၁၀၀၊ ၁၀၀၊ ၁၀၀ လလောက် စားသောက်နေတုန်း။
2,ကျွန်တော် Venlafaxine သောက်နေပါတယ် နာကျင်နေပါတယ် Gad နဲ့ စိတ်ဓာတ်ကျနေပါတယ် Valdoxan သောက်ကြည့်ချင်ပါတယ် Gp က ပြောင်းလဲသွားမှာလား ကျွန်တော် Venlafaxine သောက်ပြီး ဆိုးဝါးတဲ့ ဘေးထွက်ဆိုးကျိုးတွေရှိပါတယ်
2,Argh!!! ဒီဟာက ကျန်းမာရေးအတွက် ပူပန်မှုတစ်ခုဆိုတာ ကျွန်မသိတယ်၊ ဒါပေမဲ့ ရောဂါလက္ခဏာတစ်ခုတွေ့တိုင်း ဖြစ်နိုင်တာက အကြောင်းရင်း ၄-၅ ခုနဲ့ ပေါ်လာလိမ့်မယ် ကျွန်မအတွက်က ဘာလဲဆိုတာ ခန့်မှန်းကြည့်ပါ။ အေးအေးအေးအေး၊ အသက်ကို ခြိမ်းခြောက်တဲ့ ကြောက်မက်ဖွယ်ရာ ရောဂါ/အခြေအနေကို ရွေးချယ်မှုတွေကနေ ဖမ်းယူနိုင်တာပါ။ ရှင်တို့အတော်များများဟာ အတူတူပဲဆိုတာ ကျွန်မ သေချာပါတယ်။ ရင်ဘတ်နာကျင်မှု၊ ပူပန်မှု၊ ရင်ဘတ် နာကျင်မှု၊ အဆိပ်အတောက် ဖြစ်ပွားမှု (သို့) မွေးရာပါ ချို့ယွင်းမှုတစ်ခုခု ဖြစ်လောက်တယ်။ နောက်ဆုံး သုံးခုကို ကျွန်မရွေးတယ်၊ မှန်းကြည့်ပါ။ စမ်းသပ်မှုအားလုံးအပြီးမှာ ဒါက ပူပန်မှုဖြစ်သွားတယ်၊ ဝမ်းဗိုက်ထဲမှာ သွေးထွက်ခြင်း၊ အဆိပ်အတောက်ဖြစ်ခြင်း (သို့) ကင်ဆာဖြစ်နိုင်တယ်။ ကင်ဆာဖြစ်သွားတာ မှန်းကြည့်ပါ။ ဆီးချိုအဆစ်တွေဖောင်းကျခြင်း၊ သာမန်မုန်းမုန်းတီးခြင်း (သို့) ကင်ဆာဖြစ်သွားနိုင်တယ်၊ မှန်းကြည့်ပါ။ ဒါက သာမန်ဖြစ်သွားတာပါ။ ကျွန်မစိတ်ထဲက မော်လီဂူဆစ် အကြောက ရုတ်ယုတ်သွားတယ်၊ ပုံမှန်ဖြစ်နေလို့ ကျွန်မထင်တယ်။ ဆရာဝန်က ကင်ဆာဖြစ်သွားတယ်လို့ ပြောတယ်။ ဒီနေ့မနက်ပိုင်းမှာ ပုံမှန်ဖြစ်နေတဲ့ အရာတွေ ပိုများတယ်။ ဒီတော့ ကျွန်မစိတ်ပူပန်မှုတစ်ခုခုန်နေတယ်၊ နောက်ဆုံးရက်သတ္တပတ်မှာ အပူပန်မှုတစ်ခုခုန်နေတယ်၊ နောက်ဆုံးရက်သတ္တပတ်မှာ အပူပန်မှုတစ်ခုခုန်နေတယ်၊ နောက်ဆုံးရက်သတ္တပတ်မှာ အပူပန်တစ်ခုခုန်နေတယ်၊ (သို့) အပူပန်တစ်ခုခုန်နေတယ်၊ နောက်ဆုံးရက်သတ္တဗေဒရဲ့ ဒုတိယရက်မှာ ကျွန်မရဲ့ ခန္ဓာကိုယ်ရဲ့ ၁၁၀ ရာခိုင်နှုန်းက သေဆုံးသွားပြီလို့ ကျွန်မခံစားရတယ်၊ ဒါပေမဲ့ ဒီလက္ခဏာတွေအားလုံးဟာ တကယ်ကို သိလိုက်ရတယ်၊ အပူပန်မှုတစ်ခုခုန်နေတယ်၊ အပူပန်မှုတစ်ခုခုန်နေတယ်၊ နောက်ဆုံးရက်သတ္တဗေဒရဲ့ ၁၁၀ ရာခိုင်နှုန်းက အပူပန်ဖြစ်သွားပြီ၊ နောက်ဆုံးရက်သတ္တပတ်ရဲ့ ဒုတိယရက်မှာ အပူပန်လက္ခဏာတွေအားလုံးဟာ အပူပန်လက္ခဏာတစ်ခုဖြစ်သွားပြီ၊ အပူပန်လက္ခဏာတစ်ခုခုန်လက္ခဏာတွေ အားလုံးဟာ အသေဆုံးလို့ ခံစားရတယ်။
0,ဟေး၊ ဒါတွေအားလုံး ဘယ်လိုစဖြစ်ခဲ့လဲဆိုတာ စပြောပါရစေ၊ လွန်ခဲ့တဲ့ တစ်နှစ်ခွဲလောက်က ကျွန်မက အဲဒီအချိန်က ချစ်သူနဲ့အတူ အိမ်မှာနေခဲ့ဖူးတာပါ၊ မိသားစုနဲ့ အတူတူနေခဲ့ဖူးတာကြောင့် ပထမဆုံးအကြိမ်အဖြစ် ကိုယ့်ဘာသာကိုယ် အာရုံစိုက်နိုင်ခဲ့ရတာဟာ ဒါဟာ ပထမဆုံးအကြိမ်ဖြစ်ခဲ့တယ်။ ဒီတော့ လွတ်လပ်မှုရှိခြင်း၊ အလုပ်နဲ့ အိမ်ကနေ ခရီးထွက်ရတာ ရှားပါးပြီး အဟောင်းနဲ့ ပြဿနာတွေက ကျွန်မကို ထိခိုက်စေခဲ့တယ်။ တစ်ခါတစ်လေတော့ ကျွန်မအဟောင်းဟာ အရမ်းကို ထိန်းချုပ်တတ်ပြီး သူနဲ့ အတူနေရတာ အရမ်းကို နောင်တရမိတယ်၊ သူက ကျွန်မကို ခေါင်းဆောင်လုပ်ပြီး သူ့နည်းနဲ့ပဲ လုပ်ခိုင်းတယ်။ အလေးချိန်နဲ့ အကြည့်ကို အရှက်တကွဲ အမြဲမပြတ် စော်ကားနေတယ်၊ သူ့ဆီက ထွက်သွားရတာကို ပြောရတာ ဝမ်းသာမိပါတယ်။ စောစောစောစောစောစောစော အလုပ်မှာ ခေါင်းရှုပ်၊ နောက်တော့ ထိတ်လန့်မှု တိုက်ခိုက်မှုတွေ ခံစားရတယ်၊ တစ်နေ့မှာ စားပွဲမှာထိုင်နေရင်းနဲ့ ကိုယ့်ကိုယ်ကို သတိထားမိတာက အလုပ်ကနေ ပြန်မလာနိုင်တော့ဘူးဆိုတာပဲ အသက် ၃၀ ကျော်သွားပြီ၊ ဆေးကုသမှုတစ်ခုခု ရုတ်တရက်ပဲ ရုတ်တရက်ပဲ ရုတ်တရက်ပဲ ရုတ်တရက်ပဲ ရုတ်တရက်ပဲ အလုပ်ကို ပြန်စတင်ဖို့ ကြိုးစားခဲ့ရတာဟာ ပိုကောင်းတယ်လို့ ခံစားရတယ်ဆိုပေမဲ့၊ သူပြောတာက စိတ်မကောင်းဘူးဆိုတာနဲ့ စိတ်ဖိစီးမှု ပြဿနာတွေ အများကြီးကို ဖြေရှင်းဖို့ ကြိုးစားနေရတာဟာ အလုပ်ကို ပြန်စတင်ခဲ့ရတာ ပိုကောင်းတယ်လို့ ခံစားရတယ်၊ ဒါပေမဲ့ မကြာခင် နှစ်ပေါင်း ၃၀ လောက်မှာ အလုပ်စောပြီး အလုပ်ကို ပြန်စတင်ခဲ့ရတာဟာ ပိုကောင်းတယ်လို့ ခံစားရပြီး အလုပ်ကို ပြန်လည်စတင်ခဲ့ရတာဟာ ပိုကောင်းတယ်လို့ ပြောပါတယ်။
0,မင်္ဂလာပါ အားလုံး၊ ငါဘာဖြစ်နေတယ်ဆိုတာရေးပြီးသင်တို့ရဲ့အတွေးတွေကိုရှာဖွေဖို့တွေးမိတယ်။ ဒါဟာငါအတွက်တကယ်အလွန်ခက်ခဲနေလို့ပါ။ ဒီပိုစ့်ဟာတကယ်ရှည်နေရင်တောင်းပန်ပါ၊ ဒါပေမဲ့ငါအကုန်လုံးကိုအမှန်တကယ်သိချင်တယ်။ ငါဆယ်နှစ်အရွယ်လောက်မှာ ကြောက်ရွံ့မှုဒဏ်ကိုစတင်ခံစားခဲ့ရတယ်။ အဲဒီအချိန်ကစပြီး ဆရာဝန်တွေကဒီအကြောင်းသိပ်မသိခဲ့ဘူး။ ဒါနဲ့ပတ်သက်ပြီးမနက်ခင်းမှာအတိဇက် (၂၀) မီလီဂရမ်ကိုစမ်းသပ်ပြီးဖြေရှင်းရတော့ ပိုဆိုးတယ်။ နှစ်ပေါင်းများစွာ ဒီနေရာမှာ ကြောက်ရွံ့မှုဒဏ်ကိုသာကြုံခဲ့ရတယ်။ ငါ့အဖွားဆုံးလွန်ခဲ့သည် ၆ နှစ်ရှိပြီ၊ ဒါကငါ့အတွက်အလွန်ဆိုးဝါးတဲ့ကာလကိုစတင်စေခဲ့တယ်။ ငါစိတ်ပညာရှင်တစ်ဦးနဲ့ စိတ်ပညာရှင်တစ်ဦးဆီသွားခဲ့ပြီးနောက်ဆုံးမှာ ဆေးဝါးတွေထည့်လိုက်တယ်။ ငါတကယ်ကောင်းကောင်းအလုပ်လုပ်ခဲ့ပေမဲ့ ၂၀ ရက်လောက်ထည့်ထားပြီး တစ်နေ့လုံးလုံးလုံးလုံးလုံးလုံးလုံးလုံးလုံးလုံးလုံးလုံးလုံးနီးပါးအိပ်ပျော်နေခဲ့တယ်။ ဒီနောက်တော့ ဆရာဝန်ကနံနက် ၄ နာရီလောက်အကြာမှာအတိဇက် (၂) မီလီဂရမ်ကိုထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်တင်းထည့်
1,အရင်က ပူပန်မှုအတွက် citalopram ကို သောက်ဖူးပေမဲ့ လွန်ခဲ့တဲ့ ၆ လလောက်က စွန့်ပစ်ခဲ့တယ်။\xa0 စွန့်ပစ်ပြီးကတည်းက ကြောက်ရွံ့မှု တိုက်ခိုက်မှု ကင်းစင်တာကြောင့် အတော်လေး အဆင်ပြေတယ်လို့ ထင်မိတယ်။ မကြာသေးခင်က ကြောက်ရွံ့မှု တိုက်ခိုက်မှုလို့ ကျွန်မနဲ့ နီးစပ်တဲ့ လူတွေက ဖော်ပြတာကို ထပ်ခံစားရတယ်။\xa0 ရုပ်ပိုင်း လက္ခဏာတွေက ဆိုးရွားတယ်၊ တုန်လှုပ်ခြင်း၊ ဝမ်းဗိုက်ဝေဒနာ၊ ခေါင်းမူးခြင်း၊ မူးဝေခြင်း၊ အမြင်မကြည်လင်ခြင်းတို့ပါ။\xa0 အောက်ခြေက ပြဿနာတစ်ခုကြောင့် ဖြစ်တာလို့ စိုးရိမ်မိပေမဲ့ ဆရာဝန်တွေဆီသွားဖို့ စိုးရိမ်မိတာက ကျွန်မကို စိတ်ခံစားမှု ကင်းမဲ့စေတဲ့ ဆေးပြားတွေဆီ ပြန်သွားစေချင်လောက်တာကြောင့်ပါ။\xa0 ဒီတိုက်ခိုက်မှုတွေမှာ အစပျိုးစရာ မရှိပြီး နေ့တိုင်း ဒါတွေ ဖြစ်နေတဲ့အထိ ထိန်းချုပ်မှု ကင်းမဲ့နေတယ်လို့ ခံစားမိတယ်။\xa0 ကျေးဇူးပြုပြီး အခြားသူတစ်ဦးဦးက အလားတူ ခံစားဖူးလား?\xa0
2,ကြက်သွန်ဖြူ အပေါ်သွေးတိုးရောဂါ (WCH) ကိုင်တွယ်နေသူရှိလား ကြက်သွန်ဖြူ အပေါ်သွေးတိုးရောဂါ (WCH) ကိုင်တွယ်နေသူရှိလား ကြက်သွန်ဖြူ အပေါ်သွေးတိုးရောဂါ (WCH) ကိုင်တွယ်နေသူရှိလား ကြက်သွန်ဖြူ အပေါ်သွေးတိုးရောဂါ (WCH) ကိုင်တွယ်နေသူရှိလား ကြက်သွန်ဖြူ အပေါ်သွေးတိုးရောဂါ (WCH) ကိုင်တွယ်နေသူရှိလား ကြက်သွန်ဖြူ အပေါ်သွေးတိုးရောဂါ (WCH) ကိုင်တွယ်နေသူရှိလား ကြက်သွန်ဖြူ အပေါ်သွေးတိုးရောဂါ (WCH) ကိုင်တွယ်နေသူရှိလား ကြက်သွန်ဖြူ အပေါ်သွေးတိုးရောဂါ (WCH) ကိုင်တွယ်နေသူရှိလား ကြက်သွန်ဖြူ အပေါ်သွေးတိုးရောဂါ (WCH) ကိုင်တွယ်နေသူရှိလား ကြက်သွန်ဖြူ အပေါ်သွေးတိုးရောဂါ (WCH) ကိုင်တွယ်နေသူရှိလား ကြက်သွန်ဖြူ အပေါ်သွေးတိုးရောဂါ (WCH) ကိုင်တွယ်နေသူရှိလား ကြက်သွန်ဖြူ အပေါ်သွေးတိုးရောဂါ (WCH) ကိုင်တွယ်နေသူရှိလား ကြက်သွန်ဖြူ အပေါ်သွန်ဖြူ အပေါ်သွေးတိုးရောဂါ (WCH) ကိုင်တွယ်နေသူရှိလား ကြက်သွန်ဖြူ အပေါ်သွန်ဖြူ အပေါ်သွေးတိုးရောဂါ (WCH) ကိုင်တွယ်နေသူရှိလား ကြက်သွန်ဖြူ အပေါ်သွန်ဖြူ အပေါ်သွေးတိုးတိုးရောဂါ (WCHP) ကိုင်တွယ်ခင်း (WCHP) ကိုင်တွယ်ခြင်း) ကိုင်တွယ်ခြင်း (WCHP)
1,Sertaline 50mg နဲ့ 120mg Propanolol ကို တစ်နေ့သောက်နေတာ ၄ ပတ်နီးပါးရှိပါပြီ။ ဒါပေမဲ့ အပြုသဘောဆောင်တဲ့ အပြောင်းအလဲတွေ အများကြီး မတွေ့ရသေးပါဘူး။ ကျွန်တော့ရဲ့ တုန်ယင်မှု ပိုကောင်းလာတာအပြင်ပေါ့။ ဒီတော့ ခဏအကြာမှာ ကျွန်တော့ခွေးနဲ့ အေးအေးဆေးဆေး နေတော့ သူအသက်ရှူနေတာကို သတိထားမိပြီး အပူလွန်နေပုံရတယ်။ ဒါနဲ့ ကျွန်တော့မှာ အဆိုးဝါးဆုံး ပူပန်မှု ထိတ်လန့်မှုရှိခဲ့တယ်။ ဒီတိုက်ခိုက်မှုတွေရှိတဲ့အခါ နည်းနည်းငြိမ်သက်လာတာတောင်မှ ဒါတွေကနေ လုံးဝထွက်မလာနိုင်ဘူးလို့ ထင်မိတယ်။ ဒါက ကျွန်တော့ကို စိတ်မသက်မသာ ဖြစ်စေတယ်။ ဒါက ကျွန်တော့ကို စိတ်မသက်မသာ ဖြစ်စေတယ်။ ဒါက ကျွန်တော့ကို စိတ်မသက်မသာ ဖြစ်စေဘူး။ ဒါက ကျွန်တော့ကို စိတ်မသက်မသာ ဖြစ်စေဘူး။ ဒါက ကျွန်တော့ကို စိတ်မသက်မသာ ဖြစ်စေဘူး။ ဒါက ကျွန်တော့ကို စိတ်မသက်မသာ ဖြစ်စေဘူး။ ဒါက ကျွန်တော့ကို စိတ်မသက်မသာ ဖြစ်စေဘူး။ ဒါက ကျွန်တော့ကို စိတ်မသက်မသာ ဖြစ်စေဘူး။ ဒါက ကျွန်တော့ကို စိတ်မသက်မသာ ဖြစ်စေဘူး။ ဒါက ကျွန်တော့ကို စိတ်မသက်မသာ ဖြစ်စေဘူး။ ဒါက ကျွန်တော့ကို စိတ်မသက်မသာ ဖြစ်စေပါဘူး။ ဒါက ကျွန်တော့ကို စိတ်မသက်မသာ ဖြစ်စေပါဘူး။ ဒါက ကျွန်တော့ကို စိတ်မသက်သာ ဖြစ်စေပါဘူး။
2,အားလုံးကို မင်္ဂလာပါ။ ကျွန်တော့ဆရာဝန်က ခေါင်းကိုက်တာနဲ့ ပူပန်မှုအတွက် ပါပရနိုလံကို ညွှန်ကြားပေးခဲ့တယ်။ ဒါက တကယ် အလုပ်ဖြစ်ပေမဲ့ တစ်နေရာရာမှာ ယားယံတာ ခံစားရတယ်။ ဆရာဝန်နဲ့ အပ်ပက်လုပ်တယ်။\xa0 ဒီဆေးကို မသောက်နိုင်ရင် နောက်တစ်ခု ရချင်တယ်။ Xanex ကို တွေးနေမိတာက စိတ်ကျရောဂါ ကာကွယ်ဆေးတွေမှာ ဆိုးဝါးတဲ့ တုံ့ပြန်မှုတွေ ရှိခဲ့လို့ပါ။ ကျွန်တော့ဆရာဝန်ဟာ ပါပရနိုလံနဲ့ စိတ်ကျရောဂါ ကာကွယ်ဆေးတွေမှာ ဆိုးဝါးတဲ့ တုံ့ပြန်မှုတွေ ရှိတာကြောင့် ကျွန်တော့ကို Xanex ညွှန်ကြားဖို့တောင် စိတ်ဆန္ဒရှိလား။ ဆိုလိုတာက ကျွန်တော့မှာ ဦးနှောက်လှုပ်တာရှိတယ်၊ ဒီတော့ သူမက ကျွန်တော့ကို ပိုသတိထားနိုင်လောက်လား။ \xa0
2,Mirtazipine ကိုသုံးနေတာ ၂/၃ လရှိပါပြီ။ စိတ်ဓာတ်ကျတာကို သက်သာစေတာတောင်မှ ဘေးထွက်ဆိုးကျိုးတွေက သည်းမခံနိုင်စရာပါ။ ကျွန်တော်တော့ သွေးစစ်ဆေးမှုလုပ်ခဲ့တယ်၊ အကြောင်းက ကျွန်တော် ပင်ပန်းပြီး စိတ်ဓာတ်ကျပြီး အချိန်တိုအတွင်းမှာ ၃ ကီလိုဂရမ်ကျော်တက်ခဲ့ပြီး ဆိုးဝါးတဲ့ ခေါင်းကိုက်တာ၊ ဝမ်းဗိုက်ယိုတာ၊ စိတ်တိုတာနဲ့ ယေဘုယျ မကျန်းမာတာတို့ ခံစားရလို့ပါ။ သူတို့က ကျွန်တော့ရဲ့ ပဋိဇီဝဖြစ်တာလို့ ထင်ပေမဲ့ ဒါအားလုံး ပုံမှန်ပြန်လာတော့ Mirtazipine လို့ထင်တယ်။ ကျွန်တော့ရဲ့ ကယ်လိုရီသောက်တာ လျှော့ချဖို့ ကြိုးစားခဲ့တယ်၊ (ပထမ ဦး ဆုံးက ဒီလောက်တောင်မြင့်မားတာမဟုတ်ပေမဲ့) ကျန်းမာတဲ့ အစားအစာ / ထမင်းစာတွေနဲ့ပဲ တွယ်ကပ်နေပေမဲ့ ကျွန်တော့အလေးချိန်က ဆက်လက်တိုးလာနေတယ်။ တစ်ပတ်ကို ပျမ်းမျှ ၅ ပေါင်အလေးချိန်တက်နေတယ်။ ဆရာဝန်ကို ရပ်ဖို့ သတိရသင့်လား။ မျှော်လင့်ချက်မဲ့တဲ့ စိတ်ဓာတ်နဲ့လာတာကြောင့် သူတို့ကို မေးဖို့ ကြောက်တာမျိုးဖြစ်ပြီး ဒီခံစားမှုကို ထပ်မခံစားချင်တာမျိုးပါ။
